datetime_hour,store_location,store_id,transaction_count,quantity_demanded,total_revenue,avg_unit_price,hour,day_of_week,day_of_month,month,is_weekend,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,lag_1h_qty,lag_2h_qty,lag_15h_qty,lag_105h_qty,lag_1h_rev,lag_15h_rev,rolling_mean_3h_qty,rolling_mean_15h_qty,rolling_mean_7d_qty,rolling_std_15h_qty,is_peak_demand,demand_tier
2025-01-01 16:00:00,Astoria,3,22,33,91.7,2.8204545454545453,16,2,1,1,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,30.0,22.0,0.0,0.0,95.65,0.0,27.666666666666668,15.4,15.4,16.780941570722426,0,1
2025-01-01 17:00:00,Astoria,3,19,25,86.6,3.4499999999999997,17,2,1,1,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,33.0,30.0,0.0,0.0,91.7,0.0,28.333333333333332,17.0,17.0,16.780941570722426,0,0
2025-01-01 18:00:00,Astoria,3,27,38,124.45,3.212962962962963,18,2,1,1,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,25.0,33.0,0.0,0.0,86.6,0.0,29.333333333333332,17.666666666666668,17.666666666666668,16.165807537309522,0,1
2025-01-01 19:00:00,Astoria,3,20,27,92.1,3.4675,19,2,1,1,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,38.0,25.0,0.0,0.0,124.45,0.0,32.0,19.23076923076923,19.23076923076923,16.472977094592657,0,0
2025-01-01 20:00:00,Astoria,3,0,0,0.0,3.3984699316341644,20,2,1,1,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,27.0,38.0,0.0,0.0,92.1,0.0,30.0,19.785714285714285,19.785714285714285,15.962352686765922,0,0
2025-01-02 06:00:00,Astoria,3,0,0,0.0,3.3984699316341644,6,3,2,1,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.0,27.0,0.0,0.0,0.0,0.0,21.666666666666668,18.466666666666665,18.466666666666665,16.207875804535213,0,0
2025-01-02 07:00:00,Astoria,3,0,0,0.0,3.3984699316341644,7,3,2,1,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.466666666666665,17.3125,16.207875804535213,0,0
2025-01-02 08:00:00,Astoria,3,0,0,0.0,3.3984699316341644,8,3,2,1,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.466666666666665,16.294117647058822,16.207875804535213,0,0
2025-01-02 09:00:00,Astoria,3,0,0,0.0,3.3984699316341644,9,3,2,1,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.466666666666665,15.38888888888889,16.207875804535213,0,0
2025-01-02 10:00:00,Astoria,3,0,0,0.0,3.3984699316341644,10,3,2,1,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.466666666666665,14.578947368421053,16.207875804535213,0,0
2025-01-02 11:00:00,Astoria,3,26,38,112.3,3.0153846153846158,11,3,2,1,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.0,0.0,31.0,0.0,0.0,98.9,0.0,18.466666666666665,13.85,16.207875804535213,0,1
2025-01-02 12:00:00,Astoria,3,26,36,104.45,2.951923076923077,12,3,2,1,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,38.0,0.0,40.0,0.0,112.3,117.0,12.666666666666666,18.933333333333334,15.0,16.688176595878833,0,1
2025-01-02 13:00:00,Astoria,3,23,34,109.45,3.260869565217391,13,3,2,1,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,36.0,38.0,31.0,0.0,104.45,91.65,24.666666666666668,18.666666666666668,15.954545454545455,16.35615509598174,0,1
2025-01-02 14:00:00,Astoria,3,21,28,89.75,3.2023809523809526,14,3,2,1,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,34.0,36.0,22.0,0.0,109.45,70.35,36.0,18.866666666666667,16.73913043478261,16.535099752028223,0,1
2025-01-02 15:00:00,Astoria,3,20,27,82.5,3.175,15,3,2,1,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,28.0,34.0,30.0,0.0,89.75,95.65,32.666666666666664,19.266666666666666,17.208333333333332,16.688176595878833,0,0
2025-01-02 16:00:00,Astoria,3,27,38,117.7,3.1685185185185185,16,3,2,1,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,27.0,28.0,33.0,0.0,82.5,91.7,29.666666666666668,19.066666666666666,17.6,16.56789781762424,0,1
2025-01-02 17:00:00,Astoria,3,27,41,126.2,3.17037037037037,17,3,2,1,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,38.0,27.0,25.0,0.0,117.7,86.6,31.0,19.4,18.384615384615383,16.914913115777026,0,1
2025-01-02 18:00:00,Astoria,3,24,34,109.25,3.19375,18,3,2,1,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,41.0,38.0,38.0,0.0,126.2,124.45,35.333333333333336,20.466666666666665,19.22222222222222,17.775853070414154,0,1
2025-01-02 19:00:00,Astoria,3,18,25,73.9,2.9555555555555557,19,3,2,1,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,34.0,41.0,27.0,0.0,109.25,92.1,37.666666666666664,20.2,19.75,17.52223077774549,0,0
2025-01-02 20:00:00,Astoria,3,0,0,0.0,3.3984699316341644,20,3,2,1,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,25.0,34.0,0.0,0.0,73.9,0.0,33.333333333333336,20.066666666666666,19.93103448275862,17.474334921603763,0,0
2025-01-03 06:00:00,Astoria,3,0,0,0.0,3.3984699316341644,6,4,3,1,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.0,25.0,0.0,0.0,0.0,0.0,19.666666666666668,20.066666666666666,19.266666666666666,17.474334921603763,0,0
2025-01-03 07:00:00,Astoria,3,0,0,0.0,3.3984699316341644,7,4,3,1,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,20.066666666666666,18.64516129032258,17.474334921603763,0,0
2025-01-03 08:00:00,Astoria,3,0,0,0.0,3.3984699316341644,8,4,3,1,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.066666666666666,18.0625,17.474334921603763,0,0
2025-01-03 09:00:00,Astoria,3,0,0,0.0,3.3984699316341644,9,4,3,1,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.066666666666666,17.515151515151516,17.474334921603763,0,0
2025-01-03 10:00:00,Astoria,3,0,0,0.0,3.3984699316341644,10,4,3,1,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.066666666666666,17.0,17.474334921603763,0,0
2025-01-03 11:00:00,Astoria,3,21,35,109.7,3.207142857142857,11,4,3,1,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.0,0.0,38.0,0.0,0.0,112.3,0.0,20.066666666666666,16.514285714285716,17.474334921603763,0,1
2025-01-03 12:00:00,Astoria,3,16,23,82.5,3.453125,12,4,3,1,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,35.0,0.0,36.0,0.0,109.7,104.45,11.666666666666666,19.866666666666667,17.02777777777778,17.27039856710512,0,0
2025-01-03 13:00:00,Astoria,3,24,37,110.4,3.0749999999999997,13,4,3,1,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,23.0,35.0,34.0,0.0,82.5,109.45,19.333333333333332,19.0,17.18918918918919,16.72038960585035,0,1
2025-01-03 14:00:00,Astoria,3,28,42,136.15,3.248214285714286,14,4,3,1,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,37.0,23.0,28.0,0.0,110.4,89.75,31.666666666666668,19.2,17.710526315789473,16.929264603047585,1,2
2025-01-03 15:00:00,Astoria,3,28,39,118.0,3.0285714285714285,15,4,3,1,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,42.0,37.0,27.0,0.0,136.15,82.5,34.0,20.133333333333333,18.333333333333332,17.81198098659064,0,1
2025-01-03 16:00:00,Astoria,3,18,25,75.25,2.941666666666667,16,4,3,1,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,39.0,42.0,38.0,0.0,118.0,117.7,39.333333333333336,20.933333333333334,18.85,18.40212203084457,0,0
2025-01-03 17:00:00,Astoria,3,18,21,62.0,2.986111111111111,17,4,3,1,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,25.0,39.0,41.0,0.0,75.25,126.2,35.333333333333336,20.066666666666666,19.0,17.83842828865603,0,0
2025-01-03 18:00:00,Astoria,3,27,36,115.4,3.2074074074074073,18,4,3,1,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,21.0,25.0,34.0,0.0,62.0,109.25,28.333333333333332,18.733333333333334,19.047619047619047,16.88391739693921,0,1
2025-01-03 19:00:00,Astoria,3,25,29,93.35,3.174,19,4,3,1,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,36.0,21.0,25.0,0.0,115.4,73.9,27.333333333333332,18.866666666666667,19.441860465116278,17.020435896158414,0,1
2025-01-03 20:00:00,Astoria,3,0,0,0.0,3.3984699316341644,20,4,3,1,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,29.0,36.0,0.0,0.0,93.35,0.0,28.666666666666668,19.133333333333333,19.65909090909091,17.154202594893956,0,0
2025-01-04 06:00:00,Astoria,3,0,0,0.0,3.3984699316341644,6,5,4,1,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.0,29.0,0.0,0.0,0.0,0.0,21.666666666666668,19.133333333333333,19.22222222222222,17.154202594893956,0,0
2025-01-04 07:00:00,Astoria,3,0,0,0.0,3.3984699316341644,7,5,4,1,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,9.666666666666666,19.133333333333333,18.804347826086957,17.154202594893956,0,0
2025-01-04 08:00:00,Astoria,3,0,0,0.0,3.3984699316341644,8,5,4,1,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.133333333333333,18.404255319148938,17.154202594893956,0,0
2025-01-04 09:00:00,Astoria,3,0,0,0.0,3.3984699316341644,9,5,4,1,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.133333333333333,18.020833333333332,17.154202594893956,0,0
2025-01-04 10:00:00,Astoria,3,0,0,0.0,3.3984699316341644,10,5,4,1,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.133333333333333,17.653061224489797,17.154202594893956,0,0
2025-01-04 11:00:00,Astoria,3,15,23,72.4,3.1300000000000003,11,5,4,1,1,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.0,0.0,35.0,0.0,0.0,109.7,0.0,19.133333333333333,17.3,17.154202594893956,0,0
2025-01-04 12:00:00,Astoria,3,31,45,143.8,3.2096774193548385,12,5,4,1,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,23.0,0.0,23.0,0.0,72.4,82.5,7.666666666666667,18.333333333333332,17.41176470588235,16.633299933166192,1,2
2025-01-04 13:00:00,Astoria,3,24,35,104.2,3.0104166666666665,13,5,4,1,1,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,45.0,23.0,37.0,0.0,143.8,110.4,22.666666666666668,19.8,17.942307692307693,17.988885457415083,0,1
2025-01-04 14:00:00,Astoria,3,20,29,91.25,3.1125,14,5,4,1,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,35.0,45.0,42.0,0.0,104.2,136.15,34.333333333333336,19.666666666666668,18.264150943396228,17.859237972331876,0,1
2025-01-04 15:00:00,Astoria,3,18,29,87.6,3.05,15,5,4,1,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,29.0,35.0,39.0,0.0,91.25,118.0,36.333333333333336,18.8,18.462962962962962,16.99243529170722,0,1
2025-01-04 16:00:00,Astoria,3,14,20,56.6,2.814285714285714,16,5,4,1,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,29.0,29.0,25.0,0.0,87.6,75.25,31.0,18.133333333333333,18.654545454545456,16.326431972491136,0,0
2025-01-04 17:00:00,Astoria,3,26,33,101.2,3.0807692307692305,17,5,4,1,1,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,20.0,29.0,21.0,0.0,56.6,62.0,26.0,17.8,18.678571428571427,16.226961690787515,0,1
2025-01-04 18:00:00,Astoria,3,16,21,62.85,2.99375,18,5,4,1,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,33.0,20.0,36.0,0.0,101.2,115.4,27.333333333333332,18.6,18.92982456140351,16.685322891691367,0,0
2025-01-04 19:00:00,Astoria,3,23,27,88.35,3.2978260869565217,19,5,4,1,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,21.0,33.0,29.0,0.0,62.85,93.35,24.666666666666668,17.6,18.96551724137931,16.003571030063434,0,0
2025-01-04 20:00:00,Astoria,3,0,0,0.0,3.3984699316341644,20,5,4,1,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,27.0,21.0,0.0,0.0,88.35,0.0,27.0,17.466666666666665,19.10169491525424,15.909865163596121,0,0
2025-01-05 06:00:00,Astoria,3,0,0,0.0,3.3984699316341644,6,6,5,1,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.0,27.0,0.0,0.0,0.0,0.0,16.0,17.466666666666665,18.783333333333335,15.909865163596121,0,0
2025-01-05 07:00:00,Astoria,3,0,0,0.0,3.3984699316341644,7,6,5,1,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.466666666666665,18.475409836065573,15.909865163596121,0,0
2025-01-05 08:00:00,Astoria,3,0,0,0.0,3.3984699316341644,8,6,5,1,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.466666666666665,18.177419354838708,15.909865163596121,0,0
2025-01-05 09:00:00,Astoria,3,0,0,0.0,3.3984699316341644,9,6,5,1,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.466666666666665,17.88888888888889,15.909865163596121,0,0
2025-01-05 10:00:00,Astoria,3,0,0,0.0,3.3984699316341644,10,6,5,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.466666666666665,17.609375,15.909865163596121,0,0
2025-01-05 11:00:00,Astoria,3,15,16,52.05,3.2199999999999998,11,6,5,1,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.0,0.0,23.0,0.0,0.0,72.4,0.0,17.466666666666665,17.338461538461537,15.909865163596121,0,0
2025-01-05 12:00:00,Astoria,3,31,48,145.6,3.0290322580645164,12,6,5,1,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,16.0,0.0,45.0,0.0,52.05,143.8,5.333333333333333,17.0,17.318181818181817,15.838470344611652,1,2
2025-01-05 13:00:00,Astoria,3,32,49,140.2,2.925,13,6,5,1,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,48.0,16.0,35.0,0.0,145.6,104.2,21.333333333333332,17.2,17.776119402985074,16.23136293898768,1,2
2025-01-05 14:00:00,Astoria,3,14,20,70.7,3.460714285714286,14,6,5,1,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,49.0,48.0,29.0,0.0,140.2,91.25,37.666666666666664,18.133333333333333,18.235294117647058,17.667026052049888,0,0
2025-01-05 15:00:00,Astoria,3,25,37,124.1,3.366,15,6,5,1,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,20.0,49.0,29.0,0.0,70.7,87.6,39.0,17.533333333333335,18.26086956521739,17.42275468898018,0,1
2025-01-05 16:00:00,Astoria,3,22,29,88.05,3.025,16,6,5,1,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,37.0,20.0,20.0,0.0,124.1,56.6,35.333333333333336,18.066666666666666,18.52857142857143,17.914346472138174,0,1
2025-01-05 17:00:00,Astoria,3,16,23,69.1,3.10625,17,6,5,1,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,29.0,37.0,33.0,0.0,88.05,101.2,28.666666666666668,18.666666666666668,18.676056338028168,18.133105740868654,0,0
2025-01-05 18:00:00,Astoria,3,23,34,113.9,3.356521739130435,18,6,5,1,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,23.0,29.0,21.0,0.0,69.1,62.85,29.666666666666668,18.0,18.73611111111111,17.748239349298842,0,1
2025-01-05 19:00:00,Astoria,3,20,29,99.35,3.4375,19,6,5,1,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,34.0,23.0,27.0,0.0,113.9,88.35,28.666666666666668,18.866666666666667,18.945205479452056,18.21642377740744,0,1
2025-01-05 20:00:00,Astoria,3,0,0,0.0,3.3984699316341644,20,6,5,1,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,29.0,34.0,0.0,0.0,99.35,0.0,28.666666666666668,19.0,19.08108108108108,18.28738831622961,0,0
2025-01-06 06:00:00,Astoria,3,0,0,0.0,3.3984699316341644,6,0,6,1,0,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,29.0,0.0,0.0,0.0,0.0,21.0,19.0,18.826666666666668,18.28738831622961,0,0
2025-01-06 07:00:00,Astoria,3,0,0,0.0,3.3984699316341644,7,0,6,1,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,9.666666666666666,19.0,18.57894736842105,18.28738831622961,0,0
2025-01-06 08:00:00,Astoria,3,0,0,0.0,3.3984699316341644,8,0,6,1,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.337662337662337,18.28738831622961,0,0
2025-01-06 09:00:00,Astoria,3,0,0,0.0,3.3984699316341644,9,0,6,1,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.102564102564102,18.28738831622961,0,0
2025-01-06 10:00:00,Astoria,3,0,0,0.0,3.3984699316341644,10,0,6,1,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.873417721518987,18.28738831622961,0,0
2025-01-06 11:00:00,Astoria,3,14,19,62.5,3.267857142857143,11,0,6,1,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,0.0,16.0,0.0,0.0,52.05,0.0,19.0,17.65,18.28738831622961,0,0
2025-01-06 12:00:00,Astoria,3,25,41,127.15,3.114,12,0,6,1,0,1.2246467991473532e-16,-1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,19.0,0.0,48.0,0.0,62.5,145.6,6.333333333333333,19.2,17.666666666666668,18.268630412345008,0,1
2025-01-06 13:00:00,Astoria,3,13,16,55.9,3.4538461538461536,13,0,6,1,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,41.0,19.0,49.0,0.0,127.15,140.2,20.0,18.733333333333334,17.951219512195124,17.555897123460355,0,0
2025-01-06 14:00:00,Astoria,3,15,20,66.35,3.3066666666666666,14,0,6,1,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.49999999999999994,0.8660254037844387,16.0,41.0,20.0,0.0,55.9,70.7,25.333333333333332,16.533333333333335,17.927710843373493,15.431260788536022,0,0
2025-01-06 15:00:00,Astoria,3,17,24,79.1,3.3117647058823527,15,0,6,1,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.49999999999999994,0.8660254037844387,20.0,16.0,37.0,0.0,66.35,124.1,25.666666666666668,16.533333333333335,17.952380952380953,15.431260788536022,0,0
2025-01-06 16:00:00,Astoria,3,14,22,76.25,3.4464285714285716,16,0,6,1,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.49999999999999994,0.8660254037844387,24.0,20.0,29.0,0.0,79.1,88.05,20.0,15.666666666666666,18.023529411764706,14.538946054681965,0,0
2025-01-06 17:00:00,Astoria,3,17,27,84.25,3.161764705882353,17,0,6,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,22.0,24.0,23.0,0.0,76.25,69.1,22.0,15.2,18.069767441860463,14.188526551911076,0,0
